"","Mo_2019_122_C"
"8828_353.1746_9.7261_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8829_349.1801_9.8534_70_N/A_ingenol_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8830_484.2706_9.8942_2139_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","0.000000e+00"
"8833_484.3478_7.9928_2425_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Ergostane steroids","0.000000e+00"
"8834_171.1168_7.528_-1_N/A_CARVEOL_NA_no matches_no matches_no matches_no matches","1.305721e+05"
"8835_514.2449_8.0498_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8836_309.206_8.0158_405_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Lineolic acids and derivatives","2.573095e+06"
"8840_377.1234_3.7625_1999_N/A_Riboflavin_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_Furanocoumarins","0.000000e+00"
"8841_563.2625_9.788_998_N/A_CHEMBL1512936_NA_Organic compounds_Organoheterocyclic compounds_Diazines_Pyrimidines and pyrimidine derivatives","0.000000e+00"
"8844_293.1019_3.8279_386_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","3.264663e+05"
"8845_299.127_8.7976_1045_N/A_Drospirenone_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.180779e+05"
"8846_658.4738_6.7294_665_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_1-hydroxy-2-unsubstituted benzenoids","0.000000e+00"
"8847_387.2019_9.5346_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8848_464.2641_9.4228_351_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_Monoterpenoids","5.379600e+05"
"8849_528.2603_7.981_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8850_270.1337_2.6672_321_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_Benzoquinolines","4.089536e+05"
"8851_406.272_6.8885_-1_N/A_NA_Isaridins_Isaridin_C1_Organic compounds_Organic acids and derivatives_Peptidomimetics_Depsipeptides","2.603747e+05"
"8852_431.2427_9.7761_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","3.676538e+05"
"8853_231.1017_6.6473_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","5.450970e+05"
"8855_528.2604_8.6238_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8856_321.2423_10.4767_879_NCGC00180747-02!5-[(1S,2R,4aR)-1,2,4a,5-tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl]-3-methylpentanoic acid [IIN-based: Match]_prostaglandin A1_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Eicosanoids","3.080939e+06"
"8857_417.3402_8.9383_911_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Vitamin D and derivatives","1.000165e+06"
"8860_614.4476_6.6704_665_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_1-hydroxy-2-unsubstituted benzenoids","0.000000e+00"
"8861_494.3113_9.5135_150_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives","3.201112e+05"
"8863_644.3434_9.7001_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8864_361.1609_3.7736_160_N/A_Spectral Match to N-Acetyl-D-glucosamine from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","0.000000e+00"
"8865_173.0809_6.7775_1722_N/A_Spectral Match to .gamma.-Tocotrienol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids","6.937309e+05"
"8866_515.3219_10.5294_-1_N/A_1,2,6,6,10,17,20-heptamethyl-17-[N-(3-nitrophenyl)carbamoyl]-12-oxopentacyclo[ 12.8.0.0.0.0]docos-13-en-7-yl acetate_NA_no matches_no matches_no matches_no matches","3.231618e+05"
"8867_744.1694_12.5074_172_N/A_Contaminants septum vial Thermo C4000-53 and C4000-54 serie_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides","6.493405e+04"
"8868_285.1119_6.951_1045_N/A_Drospirenone_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","7.428201e+04"
"8869_563.2621_9.9965_998_N/A_CHEMBL1512936_NA_Organic compounds_Organoheterocyclic compounds_Diazines_Pyrimidines and pyrimidine derivatives","0.000000e+00"
"8870_450.2847_9.1773_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.933484e+05"
"8871_421.2008_8.5852_70_N/A_NCGC00169113-03!2-[(2R,4aS,8S,8aS)-8-[2-[(4aS,7R,8aR)-7-(1-carboxyethenyl)-1-hydroxy-4a-methyl-2-oxo-6,7,8,8a-tetrahydro-5H-naphthalen-1-yl]ethyl]-4a-methyl-7-oxo-1,2,3,4,8,8a-hexahydronaphthalen-2-yl]prop-2-enoic acid [IIN-based on: CCMSLIB00000845468]_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8872_247.1694_7.7705_116_N/A_20554-84-1_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","0.000000e+00"
"8873_335.1641_9.7489_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","2.007372e+05"
"8874_500.3015_10.4698_416_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Pyridines and derivatives_Hydropyridines","0.000000e+00"
"8875_424.2694_7.4223_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.771824e+05"
"8876_317.1534_9.7543_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8877_618.3061_9.6005_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8878_374.0249_7.2925_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8879_582.2915_7.746_545_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","6.405460e+04"
"8880_421.2006_8.9463_70_N/A_NCGC00169113-03!2-[(2R,4aS,8S,8aS)-8-[2-[(4aS,7R,8aR)-7-(1-carboxyethenyl)-1-hydroxy-4a-methyl-2-oxo-6,7,8,8a-tetrahydro-5H-naphthalen-1-yl]ethyl]-4a-methyl-7-oxo-1,2,3,4,8,8a-hexahydronaphthalen-2-yl]prop-2-enoic acid [IIN-based on: CCMSLIB00000845468]_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8882_542.2755_9.3631_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8884_528.2603_8.4248_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8885_271.0954_6.6487_1045_Massbank:EQ302202 Medazepam|7-chloranyl-1-methyl-5-phenyl-2,3-dihydro-1,4-benzodiazepine_CHEMBL1512936_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.128683e+05"
"8886_746.5265_6.8494_665_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_1-hydroxy-2-unsubstituted benzenoids","0.000000e+00"
"8887_364.2437_5.4161_449_N/A_NA_Rhizonin_A_Rhizonin_A_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","7.049102e+06"
"8888_298.1804_7.1051_1642_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_NA","0.000000e+00"
"8889_512.3217_10.25_268_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Amino acids, peptides, and analogues","3.549628e+05"
"8890_252.0867_3.3249_1417_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.012145e+05"
"8891_401.2647_6.3651_112_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Amino acids, peptides, and analogues","6.796885e+05"
"8892_470.255_9.126_2139_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","0.000000e+00"
"8893_1080.7978_11.1437_820_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Glycerophospholipids_Glycerophosphoethanolamines","7.823860e+05"
"8894_383.1063_3.2908_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8895_224.1645_1.559_91_N/A_sinomenine_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","6.340975e+04"
"8896_398.2328_10.4285_61_N/A_""2-((4R)-4-((3R,5R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)-N-methylpentanamido)ethane-1-sulfonic acid""_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.480487e+05"
"8898_576.3901_10.522_309_N/A_Spectral Match to p-tert-Octylphenol nonaglycol ether from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acid esters","3.625095e+05"
"8899_421.2007_9.292_70_N/A_NCGC00169113-03!2-[(2R,4aS,8S,8aS)-8-[2-[(4aS,7R,8aR)-7-(1-carboxyethenyl)-1-hydroxy-4a-methyl-2-oxo-6,7,8,8a-tetrahydro-5H-naphthalen-1-yl]ethyl]-4a-methyl-7-oxo-1,2,3,4,8,8a-hexahydronaphthalen-2-yl]prop-2-enoic acid [IIN-based on: CCMSLIB00000845468]_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8900_213.091_8.9644_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","6.183610e+04"
"8901_398.2322_10.1799_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.931226e+06"
"8902_424.2114_8.2835_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8903_299.2004_8.0142_8_Massbank:LU042902 Norethindrone|(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one_Spectral Match to 8(9)-EpETE from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids","0.000000e+00"
"8904_514.2446_8.5874_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8905_570.422_6.5431_665_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_1-hydroxy-2-unsubstituted benzenoids","0.000000e+00"
"8906_270.2216_9.2097_-1_N/A_Massbank:EQ303102 Xylometazoline|2-(4-tert-butyl-2,6-dimethyl-benzyl)-2-imidazoline_NA_no matches_no matches_no matches_no matches","7.237189e+06"
"8907_337.2373_7.3845_352_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Eicosanoids","3.089135e+05"
"8908_407.1853_8.5853_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8909_478.2646_9.86_883_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8910_230.1176_5.9017_229_N/A_D-Tryptophan_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","5.750208e+04"
"8912_646.3373_9.4672_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","2.413445e+05"
"8914_395.2436_9.4988_-1_N/A_(E)-4-[(1R,2S,3S,4R,8aS)-2,3,4-trihydroxy-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]but-3-en-2-one_NA_no matches_no matches_no matches_no matches","1.774745e+06"
"8916_424.2115_8.4375_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8917_458.2537_8.2662_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8918_644.3433_9.3827_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8920_360.2663_6.7624_365_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Steroid acids","0.000000e+00"
"8921_526.3949_6.474_665_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_1-hydroxy-2-unsubstituted benzenoids","0.000000e+00"
"8922_564.1966_12.5742_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","4.729273e+05"
"8924_245.1863_0.6652_112_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Amino acids, peptides, and analogues","6.649505e+06"
"8926_445.0042_6.8476_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8927_324.2686_9.9112_89_N/A_N-cyclohexyl-2-[4-oxo-2-(3,4,5-trimethoxyphenyl)chromen-6-yloxy]acetamide_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","1.350528e+08"
"8929_243.1053_0.7731_9_N/A_NA_NA_Organic compounds_Benzenoids_Naphthalenes_NA","0.000000e+00"
"8930_642.4789_7.8101_665_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_1-hydroxy-2-unsubstituted benzenoids","0.000000e+00"
"8931_554.4266_7.702_665_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_1-hydroxy-2-unsubstituted benzenoids","0.000000e+00"
"8932_341.1376_5.7459_45_N/A_[4,5-dihydroxy-3,4-bis(hydroxymethyl)-4a,8,8-trimethyl-5,6,7,8a-tetrahydro-1H-naphthalen-1-yl] hexanoate_NA_Organic compounds_Lipids and lipid-like molecules_Organooxygen compounds_NA","0.000000e+00"
"8933_360.2172_5.2327_46_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","0.000000e+00"
"8935_504.223_4.3286_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8936_241.1544_2.9514_331_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","4.057094e+05"
"8937_420.3262_9.978_1022_N/A_Massbank:FFF00116 alpha-Estradiol_NA_Organic compounds_Organoheterocyclic compounds_Piperidines_Benzylpiperidines","2.036606e+06"
"8939_592.4544_11.3629_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","6.940553e+04"
"8941_573.238_4.0644_484_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Terpene lactones","0.000000e+00"
"8942_458.2901_10.3938_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","8.023400e+05"
"8943_301.2162_8.5386_1678_Spectral Match to 8(9)-EpETE from NIST14_Spectral Match to 8(9)-EpETE from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acids and conjugates","0.000000e+00"
"8944_230.2479_9.3536_77_N,N-Dimethyldodecylamine N-oxide_Massbank:NA000240 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines","0.000000e+00"
"8946_422.2389_8.3337_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","2.269041e+05"
"8948_227.1068_9.0622_683_N/A_Massbank:NA002714 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Diphenylmethanes","1.035898e+05"
"8949_256.206_8.9867_-1_N/A_Massbank:EQ359001 2,6-Di-tert-butylpyridine|2,6-ditert-butylpyridine|2,6-Bis(2-methyl-2-propanyl)pyridine_NA_no matches_no matches_no matches_no matches","1.655970e+07"
"8950_289.1396_0.6867_957_N/A_MassbankEU:SM871901 Estrone_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","1.178337e+05"
"8952_456.239_6.1103_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8953_546.3794_10.8091_309_N/A_Spectral Match to p-tert-Octylphenol heptaglycol ether from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acid esters","1.808267e+05"
"8954_328.1299_4.1795_2240_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_NA","0.000000e+00"
"8955_348.3262_9.7942_1956_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Steroids and steroid derivatives_Pregnane steroids","2.366912e+06"
"8956_442.2222_8.2438_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","0.000000e+00"
"8958_388.2479_10.4751_3057_N/A_NA_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers","1.629870e+05"
"8960_542.4256_9.6246_-1_N/A_[(6E,10Z)-6-formyl-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-methylbutanoate_NA_no matches_no matches_no matches_no matches","2.747246e+05"
"8962_240.1746_7.3374_-1_N/A_""2,4,6-Trimethylpyridin""_NA_no matches_no matches_no matches_no matches","1.847866e+07"
"8964_358.1762_3.1861_113_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8965_282.2217_9.1809_-1_Spectral Match to Alverine from NIST14_Massbank:LU080702 Azacyclotridecan-2-one_NA_no matches_no matches_no matches_no matches","2.799292e+07"
"8966_259.2017_4.9429_802_N/A_Spectral Match to Leu-Thr from NIST14_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","5.843154e+05"
"8968_258.2217_8.2216_324_N/A_Massbank:LU092701 Indole-3-butyric acid|4-(1H-indol-3-yl)butanoic acid_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","1.325920e+08"
"8969_416.2428_8.7757_61_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","7.141013e+04"
"8970_549.4157_11.3042_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.601198e+05"
"8971_542.2763_7.8283_70_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","0.000000e+00"
"8972_375.2534_8.0447_100_N/A_Spectral Match to 9,12-Octadecadiynoic Acid from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Diterpenoids","0.000000e+00"
"8974_244.2061_7.6919_324_N/A_Massbank:EQ359001 2,6-Di-tert-butylpyridine|2,6-ditert-butylpyridine|2,6-Bis(2-methyl-2-propanyl)pyridine_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","6.132815e+07"
"8975_300.2686_9.8641_89_N/A_cerulenin_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","7.341317e+07"
"8978_373.1861_8.836_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","3.559591e+06"
"8980_554.4259_11.108_107_N/A_Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","1.530431e+06"
"8981_534.254_9.2066_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","4.073810e+06"
"8982_650.3743_9.9227_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","2.079622e+07"
"8983_642.4785_11.0835_107_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","8.843493e+05"
"8984_375.2018_9.5462_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.495543e+05"
"8985_397.1837_9.5326_-1_NCGC00380210-01_C18H30O8_Cyclopentaneacetic acid, 3-(hexopyranosyloxy)-2-[(2Z)-2-penten-1-yl]-_Polygris_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acyl glycosides","1.975735e+05"
"8986_471.1999_8.8391_-1_N/A_CHEMBL1512936_NA_no matches_no matches_no matches_no matches","9.354151e+05"
"8987_592.3323_10.1943_34_N/A_NA_Trichodepsipeptide_A_Trichodepsipeptide_A_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","6.903114e+05"
"8990_836.4635_9.9144_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","4.405794e+07"
